BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898710,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,555.35,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898712,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,596.07,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898713,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898714,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,611,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898721,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,633,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898725,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898726,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,583,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898727,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898729,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898730,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898736,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898737,MOHELA,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898739,AMERICAN EDUCATION SERVICES,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898740,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898741,DEPT OF EDUCATION/EDFINANCIAL,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898744,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898745,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898750,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898752,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898753,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898756,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898760,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898762,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898763,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898764,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898766,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898767,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898768,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898769,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898770,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898771,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898775,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898776,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898777,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898778,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898779,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898782,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,660,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898783,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898785,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898789,DEPT OF EDUCATION/MOHELA,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898790,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898793,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,633.26,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898801,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,548.61,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898802,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898803,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898805,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898806,DEPT OF EDUCATION/EDFINANCIAL,1/1/2017,1/31/2017,STUDENT LOANS,518.67,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898809,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,658.33,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898810,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898817,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898826,AMERICAN EDUCATION SERVICES,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898828,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898831,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898833,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898834,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898838,ACS,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898840,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898843,DEPT OF EDUCATION/MOHELA,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898844,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898849,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898851,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898857,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898860,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898861,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898864,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898866,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,700,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898867,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898868,DEPT OF EDUCATION/MOHELA,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898870,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898872,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898873,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898875,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898880,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898881,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898886,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,545.46,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898887,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898888,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898889,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898890,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898891,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,700,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898892,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898893,NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,638.76,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898895,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898896,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898897,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,583,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898902,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898903,DEPT OF EDUCATION/NAVIENT,1/1/2017,1/31/2017,STUDENT LOANS,528.85,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898906,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898907,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,731.8,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898921,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898922,DEPT OF EDUC VIA FEDLOAN SVC,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898923,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898926,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,506.92,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898927,DEPT OF EDUCATION/MOHELA,1/1/2017,1/31/2017,STUDENT LOANS,696.85,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898928,DEPT OF EDUCATION/NELNET,1/1/2017,1/31/2017,STUDENT LOANS,528.85,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,1/18/2017,AP,898930,DEPT OF EDUCATION/GREAT LAKES - DOE,1/1/2017,1/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
